"Name","Code","year","co2emission"
"Czech Republic","CZE","2002",11.7437028999749
"Germany","DEU","2002",10.058672497298
"Djibouti","DJI","2002",0.535119192654851
"Dominica","DMA","2002",1.47022352048341
"Denmark","DNK","2002",9.68193192955788
"Dominican Republic","DOM","2002",2.44481376737469
"Algeria","DZA","2002",2.82238889843384
"East Asia & Pacific (excluding high income)","EAP","2002",2.56095967096215
"Early-demographic dividend","EAR","2002",1.70704038615307
"East Asia & Pacific","EAS","2002",3.42408020199695
"Europe & Central Asia (excluding high income)","ECA","2002",6.93113406983321
"Europe & Central Asia","ECS","2002",7.67241090617516
"Ecuador","ECU","2002",1.89830216004684
"Egypt, Arab Rep.","EGY","2002",1.77930314737308
"Euro area","EMU","2002",8.33592945970753
"Eritrea","ERI","2002",0.243869752339526
"Spain","ESP","2002",7.59128078166889
"Estonia","EST","2002",10.7935041867546
"Ethiopia","ETH","2002",0.0644607387025288
"European Union","EUU","2002",9.22293827424804
"Fragile and conflict affected situations","FCS","2002",0.526293951762956
"Finland","FIN","2002",11.8606758299719
"Fiji","FJI","2002",1.09300625446945
"France","FRA","2002",6.06866447158945
"Faroe Islands","FRO","2002",15.3720068596109
"Micronesia, Fed. Sts.","FSM","2002",1.33619545921704
"Gabon","GAB","2002",3.54940290224052
"United Kingdom","GBR","2002",8.90412310805173
"Georgia","GEO","2002",0.851651432758202
"Ghana","GHA","2002",0.366584428101002
"Gibraltar","GIB","2002",10.8518160862252
"Guinea","GIN","2002",0.210126770395876
"Gambia, The","GMB","2002",0.20629569574317
"Guinea-Bissau","GNB","2002",0.122773830506205
"Equatorial Guinea","GNQ","2002",7.56364978492794
"Greece","GRC","2002",8.59197018681489
"Grenada","GRD","2002",1.9815118590424
"Greenland","GRL","2002",9.52231977247434
"Guatemala","GTM","2002",0.908877070137985
"Guam","GUM","2002",NA
"Guyana","GUY","2002",2.12204664676841
"High income","HIC","2002",12.0965497870332
"Hong Kong SAR, China","HKG","2002",5.87722646461351
"Honduras","HND","2002",0.879009101253885
"Heavily indebted poor countries (HIPC)","HPC","2002",0.171619161029631
"Croatia","HRV","2002",4.9914187571214
"Haiti","HTI","2002",0.208605746988571
"Hungary","HUN","2002",5.51894147308371
"IBRD only","IBD","2002",2.73873723687828
"IDA & IBRD total","IBT","2002",2.25126719934414
"IDA total","IDA","2002",0.502603387671764
"IDA blend","IDB","2002",0.987151603278581
"Indonesia","IDN","2002",1.41120873453109
"IDA only","IDX","2002",0.252541324018309
"Isle of Man","IMN","2002",NA
"India","IND","2002",0.964275366386836
"Not classified","INX","2002",NA
"Ireland","IRL","2002",11.0412508103492
"Iran, Islamic Rep.","IRN","2002",5.97103968331865
"Iraq","IRQ","2002",3.49992842508433
"Iceland","ISL","2002",7.55022728616493
"Israel","ISR","2002",9.10387168949772
"Italy","ITA","2002",7.93232304235508
"Jamaica","JAM","2002",3.80338675267236
"Jordan","JOR","2002",3.17564944919667
"Japan","JPN","2002",9.57313013456785
"Kazakhstan","KAZ","2002",9.00033367099743
"Kenya","KEN","2002",0.236088309405332
"Kyrgyz Republic","KGZ","2002",0.99340453243032
"Cambodia","KHM","2002",0.174678088868354
"Kiribati","KIR","2002",0.4620239390642
"St. Kitts and Nevis","KNA","2002",4.38432414480239
"Korea, Rep.","KOR","2002",9.77299974964706
"Kuwait","KWT","2002",27.2477186444342
"Latin America & Caribbean (excluding high income)","LAC","2002",2.53245116773192
"Lao PDR","LAO","2002",0.20960976442708
"Lebanon","LBN","2002",3.82639971020072
"Liberia","LBR","2002",0.161241221940875
"Libya","LBY","2002",8.64790785322745
"St. Lucia","LCA","2002",2.04754943786388
"Latin America & Caribbean","LCN","2002",2.62476858813149
"Least developed countries: UN classification","LDC","2002",0.184476673180439
"Low income","LIC","2002",0.350072964937829
"Liechtenstein","LIE","2002",NA
"Sri Lanka","LKA","2002",0.579987695201496
"Lower middle income","LMC","2002",1.06352027194832
"Low & middle income","LMY","2002",2.20277431430689
"Lesotho","LSO","2002",0.93940918175866
"Late-demographic dividend","LTE","2002",3.60911719305519
"Lithuania","LTU","2002",3.81709911541077
"Luxembourg","LUX","2002",21.105745503446
"Latvia","LVA","2002",2.99211141330108
"Macao SAR, China","MAC","2002",3.3825021556478
"St. Martin (French part)","MAF","2002",NA
"Morocco","MAR","2002",1.29874198975188
"Monaco","MCO","2002",NA
"Moldova","MDA","2002",1.36953221847488
"Madagascar","MDG","2002",0.0737113257247176
"Maldives","MDV","2002",2.01931431135404
"Middle East & North Africa","MEA","2002",4.63055259957095
"Mexico","MEX","2002",4.07523549399606
"Marshall Islands","MHL","2002",1.61048310101203
"Middle income","MIC","2002",2.38455621656427
"North Macedonia","MKD","2002",5.33693424073467
"Mali","MLI","2002",0.0729177274428167
"Malta","MLT","2002",5.80653788554154
"Myanmar","MMR","2002",0.193027629706832
"Middle East & North Africa (excluding high income)","MNA","2002",3.11943880435114
"Montenegro","MNE","2002",NA
"Mongolia","MNG","2002",3.39193646550055
"Northern Mariana Islands","MNP","2002",NA
"Mozambique","MOZ","2002",0.0846193713492561
"Mauritania","MRT","2002",0.485747988102656
"Mauritius","MUS","2002",2.39571533287233
"Malawi","MWI","2002",0.0726283424212953
"Malaysia","MYS","2002",5.52464738362826
"North America","NAC","2002",19.3111950920868
"Namibia","NAM","2002",0.950655217353498
"New Caledonia","NCL","2002",10.860770237934
"Niger","NER","2002",0.057456765936425
"Nigeria","NGA","2002",0.728460656917712
"Nicaragua","NIC","2002",0.773541536381695
"Netherlands","NLD","2002",11.2492401198866
"Norway","NOR","2002",8.37853477588599
"Nepal","NPL","2002",0.106188287965357
"Nauru","NRU","2002",7.62294595129677
"New Zealand","NZL","2002",8.4085141192858
"OECD members","OED","2002",10.9365128799724
"Oman","OMN","2002",10.9090068860719
"Other small states","OSS","2002",5.26505456425136
"Pakistan","PAK","2002",0.762850323337325
"Panama","PAN","2002",1.86424786325872
"Peru","PER","2002",1.00317959122346
"Philippines","PHL","2002",0.876760176929569
"Palau","PLW","2002",12.6982736670571
"Papua New Guinea","PNG","2002",0.571820580423017
"Poland","POL","2002",7.71204098396761
"Pre-demographic dividend","PRE","2002",0.444803261144721
"Puerto Rico","PRI","2002",NA
"Korea, Dem. People’s Rep.","PRK","2002",2.96603463671578
"Portugal","PRT","2002",6.41008669116977
"Paraguay","PRY","2002",0.704636257443562
"West Bank and Gaza","PSE","2002",0.375598342054769
"Pacific island small states","PSS","2002",0.99074612253362
"Post-demographic dividend","PST","2002",11.9075891557912
"French Polynesia","PYF","2002",2.84261282393201
"Qatar","QAT","2002",63.8280972056648
"Romania","ROU","2002",4.47471788034659
"Russian Federation","RUS","2002",10.7159010231412
"Rwanda","RWA","2002",0.0630961450375339
"South Asia","SAS","2002",0.844154426205664
"Saudi Arabia","SAU","2002",14.9691501332726
"Sudan","SDN","2002",0.220598608029217
"Senegal","SEN","2002",0.438598018086683
"Singapore","SGP","2002",11.3102312048755
"Solomon Islands","SLB","2002",0.362125429458561
"Sierra Leone","SLE","2002",0.122583706119056
"El Salvador","SLV","2002",1.01298410502545
"San Marino","SMR","2002",NA
"Somalia","SOM","2002",0.0617512768196324
"Serbia","SRB","2002",NA
"Sub-Saharan Africa (excluding high income)","SSA","2002",0.813851278590895
"South Sudan","SSD","2002",NA
"Sub-Saharan Africa","SSF","2002",0.814523995644368
"Small states","SST","2002",5.37642720932216
"Sao Tome and Principe","STP","2002",0.397919252341519
"Suriname","SUR","2002",3.24698331726233
"Slovak Republic","SVK","2002",7.30002053223114
"Slovenia","SVN","2002",7.73101181732037
"Sweden","SWE","2002",6.43422859805055
"Eswatini","SWZ","2002",1.1047142510885
"Sint Maarten (Dutch part)","SXM","2002",NA
"Seychelles","SYC","2002",6.43848165975897
"Syrian Arab Republic","SYR","2002",2.28653160337314
"Turks and Caicos Islands","TCA","2002",4.26175103305785
"Chad","TCD","2002",0.01870247725056
"East Asia & Pacific (IDA & IBRD countries)","TEA","2002",2.55591224331182
"Europe & Central Asia (IDA & IBRD countries)","TEC","2002",6.98026591618366
"Togo","TGO","2002",0.237079978934126
"Thailand","THA","2002",3.25152549778023
"Tajikistan","TJK","2002",0.292704205641723
"Turkmenistan","TKM","2002",8.66954222392384
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","2002",2.60454184077178
"Timor-Leste","TLS","2002",0.174866206998203
"Middle East & North Africa (IDA & IBRD countries)","TMN","2002",3.14892398483965
"Tonga","TON","2002",1.03690089071116
"South Asia (IDA & IBRD)","TSA","2002",0.844154426205664
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","2002",0.814523995644369
"Trinidad and Tobago","TTO","2002",22.4088973413205
"Tunisia","TUN","2002",2.1133656716864
"Turkey","TUR","2002",3.15733422762052
"Tuvalu","TUV","2002",1.14641517298875
"Tanzania","TZA","2002",0.101599392643873
"Uganda","UGA","2002",0.0619247063754306
"Ukraine","UKR","2002",6.61144067216431
"Upper middle income","UMC","2002",3.70789379088262
"Uruguay","URY","2002",1.38916549410109
"United States","USA","2002",19.6134040768814
"Uzbekistan","UZB","2002",5.07872067141899
"St. Vincent and the Grenadines","VCT","2002",1.73008501623542
"Venezuela, RB","VEN","2002",7.70174357325188
"British Virgin Islands","VGB","2002",5.38014103838326
"Virgin Islands (U.S.)","VIR","2002",NA
"Vietnam","VNM","2002",0.86841991749569
"Vanuatu","VUT","2002",0.434926773927393
"World","WLD","2002",4.0885954020581
"Samoa","WSM","2002",0.83148627888916
"Kosovo","XKX","2002",NA
"Yemen, Rep.","YEM","2002",0.854733090030624
"South Africa","ZAF","2002",7.72764239788712
"Zambia","ZMB","2002",0.180814947695425
"Zimbabwe","ZWE","2002",1.00093113016331
"Aruba","ABW","2003",26.4204520857169
"Afghanistan","AFG","2003",0.0504813357583004
"Angola","AGO","2003",0.500225395509936
"Albania","ALB","2003",1.4126971959616
"Andorra","AND","2003",7.31576070618458
"Arab World","ARB","2003",3.79646741189908
"United Arab Emirates","ARE","2003",28.7833160736781
"Argentina","ARG","2003",3.5460883239776
"Armenia","ARM","2003",1.13609087282285
"American Samoa","ASM","2003",NA
"Antigua and Barbuda","ATG","2003",5.08663303909205
"Australia","AUS","2003",16.9019589452838
"Austria","AUT","2003",8.8895623340885
"Azerbaijan","AZE","2003",3.71816992749663
"Burundi","BDI","2003",0.0233527867521841
"Belgium","BEL","2003",10.882114174905
"Benin","BEN","2003",0.313037269190904
"Burkina Faso","BFA","2003",0.0851940172684745
"Bangladesh","BGD","2003",0.264649838758873
"Bulgaria","BGR","2003",6.08437008501379
"Bahrain","BHR","2003",21.1484882651777
"Bahamas, The","BHS","2003",4.84828297602585
"Bosnia and Herzegovina","BIH","2003",3.85105017764999
"Belarus","BLR","2003",5.46414591207757
"Belize","BLZ","2003",1.60603507469611
"Bermuda","BMU","2003",8.85986577181208
"Bolivia","BOL","2003",1.24555304995395
"Brazil","BRA","2003",1.76900557081679
"Barbados","BRB","2003",4.62503781955243
"Brunei Darussalam","BRN","2003",12.9951173671712
"Bhutan","BTN","2003",0.601588942388096
"Botswana","BWA","2003",2.20730651211544
"Central African Republic","CAF","2003",0.0604681925424246
"Canada","CAN","2003",17.4788413156505
"Central Europe and the Baltics","CEB","2003",7.00633756885529
"Switzerland","CHE","2003",5.47426713799331
"Channel Islands","CHI","2003",NA
"Chile","CHL","2003",3.508135131295
"China","CHN","2003",3.52407409267308
"Cote d'Ivoire","CIV","2003",0.310243408802809
"Cameroon","CMR","2003",0.225901761605727
"Congo, Dem. Rep.","COD","2003",0.0191815629498005
"Congo, Rep.","COG","2003",0.269084528498158
"Colombia","COL","2003",1.38418991246935
"Comoros","COM","2003",0.226353755330404
"Cabo Verde","CPV","2003",0.68461316204743
"Costa Rica","CRI","2003",1.59130275239052
"Caribbean small states","CSS","2003",7.58930613289398
"Cuba","CUB","2003",2.26959076185685
"Curacao","CUW","2003",NA
"Cayman Islands","CYM","2003",10.6159933093155
"Cyprus","CYP","2003",7.79857039764967
"Czech Republic","CZE","2003",11.9736890276023
"Germany","DEU","2003",9.96935452533021
"Djibouti","DJI","2003",0.55513722929647
"Dominica","DMA","2003",1.6739514978602
"Denmark","DNK","2003",10.3882734936947
"Dominican Republic","DOM","2003",2.43090603421324
"Algeria","DZA","2003",2.83831965608151
"East Asia & Pacific (excluding high income)","EAP","2003",2.94266720744175
"Early-demographic dividend","EAR","2003",1.76649675460328
"East Asia & Pacific","EAS","2003",3.76276227538607
"Europe & Central Asia (excluding high income)","ECA","2003",7.23401945161828
"Europe & Central Asia","ECS","2003",7.87379244575156
"Ecuador","ECU","2003",2.01703571320117
"Egypt, Arab Rep.","EGY","2003",2.03173664517542
"Euro area","EMU","2003",8.41274612244423
"Eritrea","ERI","2003",0.27915168669571
"Spain","ESP","2003",7.61116644458348
"Estonia","EST","2003",12.4933538578265
"Ethiopia","ETH","2003",0.0691018379454987
"European Union","EUU","2003",9.35928239453727
"Fragile and conflict affected situations","FCS","2003",0.561673830995758
"Finland","FIN","2003",13.2610969393138
"Fiji","FJI","2003",1.28512785573893
"France","FRA","2003",6.11599810786062
"Faroe Islands","FRO","2003",15.4621352673301
"Micronesia, Fed. Sts.","FSM","2003",1.33780787831732
"Gabon","GAB","2003",3.51711159412494
"United Kingdom","GBR","2003",9.05327783893049
"Georgia","GEO","2003",0.954857055228386
"Ghana","GHA","2003",0.367755038132222
"Gibraltar","GIB","2003",10.9260943019505
"Guinea","GIN","2003",0.214915002045563
"Gambia, The","GMB","2003",0.199798610272945
"Guinea-Bissau","GNB","2003",0.151445681268288
"Equatorial Guinea","GNQ","2003",8.76345199398833
"Greece","GRC","2003",8.76074512699864
"Grenada","GRD","2003",2.08021729724533
"Greenland","GRL","2003",9.36695146657271
"Guatemala","GTM","2003",0.866258954257589
"Guam","GUM","2003",NA
"Guyana","GUY","2003",2.10135369989385
"High income","HIC","2003",12.1971769989236
"Hong Kong SAR, China","HKG","2003",6.44182088310454
"Honduras","HND","2003",0.952572210732448
"Heavily indebted poor countries (HIPC)","HPC","2003",0.176966594116803
"Croatia","HRV","2003",5.34107016337551
"Haiti","HTI","2003",0.194884351913191
"Hungary","HUN","2003",5.82981043979043
"IBRD only","IBD","2003",2.96420343233501
"IDA & IBRD total","IBT","2003",2.42620759268657
"IDA total","IDA","2003",0.520945958886321
"IDA blend","IDB","2003",0.991767108485927
"Indonesia","IDN","2003",1.43794150763443
"IDA only","IDX","2003",0.278470466166419
"Isle of Man","IMN","2003",NA
"India","IND","2003",0.989271007927839
"Not classified","INX","2003",NA
"Ireland","IRL","2003",10.6811767034378
"Iran, Islamic Rep.","IRN","2003",6.14239073188535
"Iraq","IRQ","2003",3.5531057167465
"Iceland","ISL","2003",7.48545701348089
"Israel","ISR","2003",9.40087746834686
"Italy","ITA","2003",8.17175128041614
"Jamaica","JAM","2003",3.93709209699284
"Jordan","JOR","2003",3.21484938434274
"Japan","JPN","2003",9.72528205891104
"Kazakhstan","KAZ","2003",9.53851735909099
"Kenya","KEN","2003",0.194776580801763
"Kyrgyz Republic","KGZ","2003",1.07829417246644
"Cambodia","KHM","2003",0.185116119016226
"Kiribati","KIR","2003",0.454066527832499
"St. Kitts and Nevis","KNA","2003",4.32864075547589
"Korea, Rep.","KOR","2003",9.73464949397951
"Kuwait","KWT","2003",27.7210058539266
"Latin America & Caribbean (excluding high income)","LAC","2003",2.55639721116549
"Lao PDR","LAO","2003",0.197269323463591
"Lebanon","LBN","2003",4.14298823596434
"Liberia","LBR","2003",0.169224629499996
"Libya","LBY","2003",8.74774928490056
"St. Lucia","LCA","2003",2.23862206441164
"Latin America & Caribbean","LCN","2003",2.65379174983727
"Least developed countries: UN classification","LDC","2003",0.187502682692848
"Low income","LIC","2003",0.386933204859439
"Liechtenstein","LIE","2003",NA
"Sri Lanka","LKA","2003",0.576258098129961
"Lower middle income","LMC","2003",1.09973816022594
"Low & middle income","LMY","2003",2.37701080277325
"Lesotho","LSO","2003",0.957470664127296
"Late-demographic dividend","LTE","2003",3.99415963454884
"Lithuania","LTU","2003",3.75481675667081
"Luxembourg","LUX","2003",21.9307109802272
"Latvia","LVA","2003",3.22151003844044
"Macao SAR, China","MAC","2003",3.33099214412222
"St. Martin (French part)","MAF","2003",NA
"Morocco","MAR","2003",1.26116332454574
"Monaco","MCO","2003",NA
"Moldova","MDA","2003",1.47826221781196
"Madagascar","MDG","2003",0.0984706357798689
"Maldives","MDV","2003",1.67186792783209
"Middle East & North Africa","MEA","2003",4.84366515726494
"Mexico","MEX","2003",4.27051150638595
"Marshall Islands","MHL","2003",1.57776489075127
"Middle income","MIC","2003",2.57533843724462
"North Macedonia","MKD","2003",5.50739495847428
"Mali","MLI","2003",0.0703856686663559
"Malta","MLT","2003",6.47688054151969
"Myanmar","MMR","2003",0.204488463724469
"Middle East & North Africa (excluding high income)","MNA","2003",3.28188343523441
"Montenegro","MNE","2003",NA
"Mongolia","MNG","2003",3.25442347216945
"Northern Mariana Islands","MNP","2003",NA
"Mozambique","MOZ","2003",0.099210132894662
"Mauritania","MRT","2003",0.486426674431986
"Mauritius","MUS","2003",2.52350478419608
"Malawi","MWI","2003",0.0763946810468942
"Malaysia","MYS","2003",6.40746098021934
"North America","NAC","2003",19.3569547252644
"Namibia","NAM","2003",0.997190169638187
"New Caledonia","NCL","2003",12.1584448902777
"Niger","NER","2003",0.0600150189943314
"Nigeria","NGA","2003",0.770399930838845
"Nicaragua","NIC","2003",0.833579485567026
"Netherlands","NLD","2003",11.229738343237
"Norway","NOR","2003",9.90643602042124
"Nepal","NPL","2003",0.113310454277666
"Nauru","NRU","2003",6.60456273764259
"New Zealand","NZL","2003",8.46272794994041
"OECD members","OED","2003",11.0282523974679
"Oman","OMN","2003",13.5743326323483
"Other small states","OSS","2003",5.45462416467472
"Pakistan","PAK","2003",0.776618469305004
"Panama","PAN","2003",1.91746150260139
"Peru","PER","2003",0.963765168386378
"Philippines","PHL","2003",0.860013617256597
"Palau","PLW","2003",12.7731334242011
"Papua New Guinea","PNG","2003",0.634011405704652
"Poland","POL","2003",7.91142198433329
"Pre-demographic dividend","PRE","2003",0.450588959920234
"Puerto Rico","PRI","2003",NA
"Korea, Dem. People’s Rep.","PRK","2003",3.0052594409769
"Portugal","PRT","2003",5.85313564502156
"Paraguay","PRY","2003",0.722595825338014
"West Bank and Gaza","PSE","2003",0.405640435769733
"Pacific island small states","PSS","2003",1.06691040641153
"Post-demographic dividend","PST","2003",12.0167190964914
"French Polynesia","PYF","2003",3.04733224378025
"Qatar","QAT","2003",60.9008093424936
"Romania","ROU","2003",4.68438828633627
"Russian Federation","RUS","2003",11.0906474801145
"Rwanda","RWA","2003",0.0608512566258833
"South Asia","SAS","2003",0.865043474023209
"Saudi Arabia","SAU","2003",14.5735196733938
"Sudan","SDN","2003",0.239590404729863
"Senegal","SEN","2003",0.472051850088797
"Singapore","SGP","2003",7.56601372694738
"Solomon Islands","SLB","2003",0.360943767239277
"Sierra Leone","SLE","2003",0.125498407058548
"El Salvador","SLV","2003",1.09323403753405
"San Marino","SMR","2003",NA
"Somalia","SOM","2003",0.060522574090624
"Serbia","SRB","2003",NA
"Sub-Saharan Africa (excluding high income)","SSA","2003",0.868972129923143
"South Sudan","SSD","2003",NA
"Sub-Saharan Africa","SSF","2003",0.869636974270388
"Small states","SST","2003",5.63079285298572
"Sao Tome and Principe","STP","2003",0.438825914968587
"Suriname","SUR","2003",3.16391497350095
"Slovak Republic","SVK","2003",7.34986807171807
"Slovenia","SVN","2003",7.7722871746872
"Sweden","SWE","2003",6.11519453231213
"Eswatini","SWZ","2003",1.01821075828948
"Sint Maarten (Dutch part)","SXM","2003",NA
"Seychelles","SYC","2003",6.64464067841654
"Syrian Arab Republic","SYR","2003",3.11654321330763
"Turks and Caicos Islands","TCA","2003",4.10523369717324
"Chad","TCD","2003",0.040683957483724
"East Asia & Pacific (IDA & IBRD countries)","TEA","2003",2.94199616172388
"Europe & Central Asia (IDA & IBRD countries)","TEC","2003",7.27418851544198
"Togo","TGO","2003",0.274476099394463
"Thailand","THA","2003",3.47908412389268
"Tajikistan","TJK","2003",0.317283052464501
"Turkmenistan","TKM","2003",9.57993622070634
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","2003",2.63491701161865
"Timor-Leste","TLS","2003",0.170358607466097
"Middle East & North Africa (IDA & IBRD countries)","TMN","2003",3.31304693429012
"Tonga","TON","2003",1.17828274206991
"South Asia (IDA & IBRD)","TSA","2003",0.865043474023209
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","2003",0.869636974270388
"Trinidad and Tobago","TTO","2003",24.9207406905331
"Tunisia","TUN","2003",2.1363505511209
"Turkey","TUR","2003",3.30648874686444
"Tuvalu","TUV","2003",1.13109191856878
"Tanzania","TZA","2003",0.104748991008862
"Uganda","UGA","2003",0.0615388002533587
"Ukraine","UKR","2003",7.37105121102128
"Upper middle income","UMC","2003",4.06723571725215
"Uruguay","URY","2003",1.3835371041873
"United States","USA","2003",19.5641045293305
"Uzbekistan","UZB","2003",4.97277708354112
"St. Vincent and the Grenadines","VCT","2003",1.82798220187213
"Venezuela, RB","VEN","2003",7.51823559238348
"British Virgin Islands","VGB","2003",5.58374861572536
"Virgin Islands (U.S.)","VIR","2003",NA
"Vietnam","VNM","2003",0.957054375673802
"Vanuatu","VUT","2003",0.423911459144849
"World","WLD","2003",4.25817567732397
"Samoa","WSM","2003",0.867762727907868
"Kosovo","XKX","2003",NA
"Yemen, Rep.","YEM","2003",0.91148659468001
"South Africa","ZAF","2003",8.6572358608226
"Zambia","ZMB","2003",0.187637933992097
"Zimbabwe","ZWE","2003",0.889342579474395
"Aruba","ABW","2004",26.5172934158421
"Afghanistan","AFG","2004",0.0384100431744103
"Angola","AGO","2004",1.0018781174791
"Albania","ALB","2004",1.37621273504355
"Andorra","AND","2004",7.35862494097896
"Arab World","ARB","2004",4.06856241498426
"United Arab Emirates","ARE","2004",27.8330290495186
"Argentina","ARG","2004",4.09408291682224
"Armenia","ARM","2004",1.2147078034605
"American Samoa","ASM","2004",NA
"Antigua and Barbuda","ATG","2004",5.24926558454491
"Australia","AUS","2004",17.0265153472381
"Austria","AUT","2004",8.85836370342216
"Azerbaijan","AZE","2004",3.86322963943899
"Burundi","BDI","2004",0.0277659175738496
"Belgium","BEL","2004",10.6612902219787
"Benin","BEN","2004",0.323642155539533
"Burkina Faso","BFA","2004",0.0847059710132382
"Bangladesh","BGD","2004",0.275239623731495
"Bulgaria","BGR","2004",6.06489180832618
"Bahrain","BHR","2004",21.1002610129133
"Bahamas, The","BHS","2004",5.40458584984352
"Bosnia and Herzegovina","BIH","2004",4.14708142035187
"Belarus","BLR","2004",5.97715799947914
"Belize","BLZ","2004",1.41903552932326
"Bermuda","BMU","2004",9.14736429243803
"Bolivia","BOL","2004",1.22556281872864
"Brazil","BRA","2004",1.83594643060426
"Barbados","BRB","2004",4.70223841559989
"Brunei Darussalam","BRN","2004",13.9055707183258
"Bhutan","BTN","2004",0.482186548531265
"Botswana","BWA","2004",2.20785125347842
"Central African Republic","CAF","2004",0.0592665172511759
"Canada","CAN","2004",17.2882760857597
"Central Europe and the Baltics","CEB","2004",6.93263216969055
"Switzerland","CHE","2004",5.46256893956053
"Channel Islands","CHI","2004",NA
"Chile","CHL","2004",3.73249299046498
"China","CHN","2004",4.03799065100399
"Cote d'Ivoire","CIV","2004",0.426478537540482
"Cameroon","CMR","2004",0.229249619423057
"Congo, Dem. Rep.","COD","2004",0.0225953327072288
"Congo, Rep.","COG","2004",0.270548827107953
"Colombia","COL","2004",1.30884744030171
"Comoros","COM","2004",0.239461311258012
"Cabo Verde","CPV","2004",0.722772038710779
"Costa Rica","CRI","2004",1.64032562119023
"Caribbean small states","CSS","2004",7.79947955435853
"Cuba","CUB","2004",2.22261882170045
"Curacao","CUW","2004",NA
"Cayman Islands","CYM","2004",9.64556803473759
"Cyprus","CYP","2004",7.25845401065708
"Czech Republic","CZE","2004",11.451844499726
"Germany","DEU","2004",9.89868236878404
"Djibouti","DJI","2004",0.527521277133448
"Dominica","DMA","2004",1.61514307635475
"Denmark","DNK","2004",9.36270101912787
"Dominican Republic","DOM","2004",2.04016326805315
"Algeria","DZA","2004",2.70738828140555
"East Asia & Pacific (excluding high income)","EAP","2004",3.32240831031778
"Early-demographic dividend","EAR","2004",1.82626022553051
"East Asia & Pacific","EAS","2004",4.12015502106544
"Europe & Central Asia (excluding high income)","ECA","2004",7.31040854010908
"Europe & Central Asia","ECS","2004",7.90069503313792
"Ecuador","ECU","2004",2.13632525050035
"Egypt, Arab Rep.","EGY","2004",2.0346164249717
"Euro area","EMU","2004",8.44427502469197
"Eritrea","ERI","2004",0.283134477019108
"Spain","ESP","2004",7.90805068135971
"Estonia","EST","2004",12.6839903122821
"Ethiopia","ETH","2004",0.071325206168872
"European Union","EUU","2004",9.34506612423831
"Fragile and conflict affected situations","FCS","2004",0.603053229537478
"Finland","FIN","2004",12.8326749770283
"Fiji","FJI","2004",1.65446775731788
"France","FRA","2004",6.12007856802886
"Faroe Islands","FRO","2004",15.7157142857143
"Micronesia, Fed. Sts.","FSM","2004",1.34127080890973
"Gabon","GAB","2004",3.46169545610672
"United Kingdom","GBR","2004",8.98914012749737
"Georgia","GEO","2004",1.10084510126447
"Ghana","GHA","2004",0.345456770283151
"Gibraltar","GIB","2004",11.6932397959184
"Guinea","GIN","2004",0.217742097212523
"Gambia, The","GMB","2004",0.196027201647548
"Guinea-Bissau","GNB","2004",0.153548708328638
"Equatorial Guinea","GNQ","2004",7.2782596809536
"Greece","GRC","2004",8.86796719458015
"Grenada","GRD","2004",1.96797224644695
"Greenland","GRL","2004",10.2449965735974
"Guatemala","GTM","2004",0.908087138121072
"Guam","GUM","2004",NA
"Guyana","GUY","2004",2.18327372786921
"High income","HIC","2004",12.3195517698433
"Hong Kong SAR, China","HKG","2004",6.14851595783887
"Honduras","HND","2004",1.01154064841555
"Heavily indebted poor countries (HIPC)","HPC","2004",0.186096328820311
"Croatia","HRV","2004",5.19816800631882
"Haiti","HTI","2004",0.219685761489595
"Hungary","HUN","2004",5.6849107552221
"IBRD only","IBD","2004",3.16559995758842
"IDA & IBRD total","IBT","2004",2.57985269503131
"IDA total","IDA","2004",0.532144741801844
"IDA blend","IDB","2004",1.00941603764495
"Indonesia","IDN","2004",1.51212278390845
"IDA only","IDX","2004",0.286687720588026
"Isle of Man","IMN","2004",NA
"India","IND","2004",1.02186286577959
"Not classified","INX","2004",NA
"Ireland","IRL","2004",10.7516366268314
"Iran, Islamic Rep.","IRN","2004",6.48336955480204
"Iraq","IRQ","2004",4.3355149104437
"Iceland","ISL","2004",7.68368290227819
"Israel","ISR","2004",8.66799309737113
"Italy","ITA","2004",8.21648720132938
"Jamaica","JAM","2004",3.91593073799594
"Jordan","JOR","2004",3.44801212993554
"Japan","JPN","2004",9.90920349715484
"Kazakhstan","KAZ","2004",11.5268924867373
"Kenya","KEN","2004",0.213936720166938
"Kyrgyz Republic","KGZ","2004",1.15080886242091
"Cambodia","KHM","2004",0.187188214352324
"Kiribati","KIR","2004",0.486237416988033
"St. Kitts and Nevis","KNA","2004",4.59127018392194
"Korea, Rep.","KOR","2004",10.0301838595436
"Kuwait","KWT","2004",28.8728348023987
"Latin America & Caribbean (excluding high income)","LAC","2004",2.52868887220781
"Lao PDR","LAO","2004",0.246098341848268
"Lebanon","LBN","2004",3.67632684360979
"Liberia","LBR","2004",0.196468293186965
"Libya","LBY","2004",8.81918613753674
"St. Lucia","LCA","2004",2.19816952588125
"Latin America & Caribbean","LCN","2004",2.63735249837685
"Least developed countries: UN classification","LDC","2004",0.211920378562746
"Low income","LIC","2004",0.38077297343849
"Liechtenstein","LIE","2004",NA
"Sri Lanka","LKA","2004",0.634395261645689
